"g","mY","gY","mU","gU","mW","gW","e0","eP","eM","mUs"
0.0154881661891248,0.125,0.436515832240166,0.00232760892082858,0.00380189396320561,3.31131121482591,1.17489755493953e-05,0.00173780082874938,0.000225959844777884,1.40919146563223,NA
9.77237220955811e-05,0.125,0.000707945784384138,0.0172548033075361,1.51356124843621e-05,0.0125892541179417,1.62181009735893e-05,0.000138038426460289,0.58080623209218,23.9315046161319,NA
3.63078054770101e-05,0.125,2.75422870333817,0.0189195156054526,1.77827941003892e-05,0.0257039578276886,0.0186208713666287,2.08929613085404e-06,10.8151181367248,0.0122735445784252,NA
0.128824955169313,0.125,5.37031796370253,0.00443516736541969,0.000489778819368446,0.0223872113856834,1.31825673855641e-06,0.000416869383470336,0.383734872105283,38.8123558314346,NA
0.00245470891568503,0.125,2.81838293126446,0.00133939913154701,0.0229086765276777,3.98107170553497,0.00645654229034656,5.62341325190349e-05,0.11067034599999,1.85767614548586,NA
0.0091201083935591,0.125,0.301995172040202,0.00207448363429695,0.0269153480392691,0.588843655355589,0.000602559586074358,0.00186208713666287,0.201386923638845,1.25594321575479,NA
1.25892541179417,0.125,0.00134896288259165,0.24940778937111,0.000416869383470336,0.0239883291901949,0.00316227766016838,0.000141253754462275,2.15789976501434,0.0228544094807438,NA
0.190546071796325,0.125,0.0831763771102671,0.321299472846108,7.76247116628691e-07,0.0288403150312661,0.0107151930523761,4.26579518801593e-07,0.00297873088021606,37.0655120650459,NA
0.000301995172040202,0.125,0.00660693448007596,12.2154652619476,3.16227766016838e-06,12.3026877081238,0.00158489319246111,8.51138038202376e-06,0.00334219101800155,2.03690138902056,NA
0.758577575029184,0.125,2.04173794466953,0.00140252306787745,0.00112201845430196,0.107151930523761,0.000416869383470336,2.39883291901949e-05,0.215789976501434,0.040641525808205,NA
0.0117489755493953,0.125,0.0741310241300918,0.00243730574969756,0.00309029543251359,6.02559586074358,8.31763771102671e-06,0.00109647819614319,0.000297873088021606,0.0134576740196346,NA
0.190546071796325,0.125,0.000398107170553497,0.0884932230480173,3.54813389233575e-05,0.00660693448007596,0.00117489755493953,5.12861383991365e-06,0.0110670345999989,0.134576740196346,NA
1.12201845430196,0.125,0.00588843655355589,1.80679971343241,0.00208929613085404,0.0141253754462275,0.0257039578276886,2.51188643150958e-05,0.050586108097187,3.79288787514592,NA
0.0316227766016838,0.125,0.0338844156139203,10.3970471387834,0.0093325430079699,16.9824365246175,4.67735141287198e-06,0.000245470891568503,0.304811443561537,93.1043568331435,NA
0.162181009735893,0.125,0.00117489755493953,0.0227462607326248,2.81838293126445e-05,0.0204173794466953,0.00758577575029184,2.57039578276886e-05,0.00366463957858429,40.641525808205,NA
0.169824365246174,0.125,0.00114815362149688,0.153783596351548,0.000602559586074358,12.3026877081238,3.54813389233575e-07,7.07945784384137e-06,0.149290188957561,0.106898104475112,NA
0.000331131121482591,0.125,0.000346736850452532,0.0019360207736406,4.78630092322638e-06,0.223872113856834,2.75422870333817e-06,0.00645654229034656,0.0366463957858429,0.561009227150982,NA
0.00120226443461741,0.125,2.95120922666639,0.00161031193961642,8.31763771102671e-06,0.010471285480509,0.0158489319246111,0.000309029543251359,7.83486049070265,0.0137711435166908,NA
0.000933254300796991,0.125,0.138038426460289,0.0122154652619476,3.23593656929628e-05,0.00562341325190349,1.86208713666287e-05,0.000758577575029184,0.00765651729251074,0.00388123558314346,NA
0.000234422881531992,0.125,14.1253754462276,0.000884932230480173,0.000676082975391982,0.0154881661891248,6.91830970918936e-06,0.000275422870333817,0.00392673205519087,0.134576740196346,NA
2.13796208950223,0.125,0.0891250938133746,0.000788696680600241,1.14815362149688e-06,0.000549540873857625,3.54813389233575e-05,0.0138038426460288,8.01735783563337,0.0239315046161319,NA
0.102329299228075,0.125,0.0524807460249773,27.9840142321043,1.69824365246175e-06,0.158489319246111,1.86208713666287e-06,0.000691830970918936,0.11067034599999,0.0397164117362141,NA
0.0109647819614319,0.125,4.07380277804113,0.000475236745400702,4.36515832240167e-06,0.295120922666639,0.0275422870333817,0.0316227766016838,7.31191724909267,62.9462705897084,NA
0.038904514499428,0.125,14.7910838816821,0.0328783498986923,0.00954992586021437,0.00234422881531992,0.0144543977074593,0.000741310241300918,4.72097029422813,6.59128369278204,NA
0.000177827941003892,0.125,0.0038904514499428,27.3470202993694,0.0257039578276886,0.00120226443461741,4.57088189614875e-06,0.0102329299228075,0.311911414163502,0.00161796828464814,NA
