"g","mY","gY","mU","gU","mW","gW","e0","eP","eM","mUs"
0.00457088189614875,0.125,0.331131121482591,0.386286929064199,0.330346724003798,0.431069953507945,1.73780082874938e-05,0.000676082975391982,0.0731191724909267,1.11936056928417,NA
0.00467735141287198,0.125,0.0371535229097173,0.0884932230480173,0.19452257249714,2.53832807137582,0.000398107170553497,0.000208929613085404,0.358122219758038,2.56430691995682,NA
0.0234422881531992,0.125,0.114815362149688,0.019360207736406,0.0739554194084104,0.0358548370138822,0.000134896288259165,0.000154881661891248,0.271663485028121,3.30346724003798,NA
0.00436515832240166,0.125,0.380189396320561,1.03970471387834,0.0131513399594769,0.284805093915638,2.63026799189538e-05,0.00010471285480509,0.0156326018801376,0.629462705897084,NA
0.0010471285480509,0.125,0.107151930523761,0.198111649057639,0.0137711435166908,0.506463034384381,0.000208929613085404,3.46736850452532e-05,0.110670345999989,0.213289759400796,NA
0.00331131121482591,0.125,0.251188643150958,0.0413913901853239,0.0190094698160281,0.53033190183637,0.000537031796370253,1.69824365246175e-05,0.0133055020962591,0.122735445784252,NA
0.00117489755493953,0.125,0.112201845430196,0.0948221968786479,0.0931043568331434,1.79699865751443,2.23872113856834e-05,0.00010471285480509,0.375,1.73368425226266,NA
0.00416869383470336,0.125,0.0758577575029184,0.029302860191499,0.0131513399594769,0.0749113722455062,0.000245470891568503,1.58489319246111e-05,0.0920515843381887,0.974922299879023,NA
0.00758577575029184,0.125,0.0309029543251359,1.16656787599624,0.109388081197478,0.421257603403655,0.000151356124843621,7.07945784384137e-05,0.0145891929372855,0.102086897233476,NA
0.0851138038202376,0.125,0.0691830970918936,0.114001354919489,0.00644124775846567,0.715398051031504,0.000213796208950223,4.26579518801593e-05,0.0124174170555972,0.0931043568331434,NA
0.00301995172040202,0.125,0.489778819368446,0.0884932230480173,0.015451477162568,0.637599184120881,3.38844156139203e-05,0.000724435960074991,0.358122219758038,1.17211440765996,NA
0.00239883291901949,0.125,0.0288403150312661,0.29302860191499,0.0131513399594769,0.637599184120881,2.29086765276777e-05,0.000109647819614319,0.00517644099226082,0.0561009227150982,NA
0.00138038426460289,0.125,0.194984459975805,0.202726262169866,0.14420157515633,1.363162883948,9.77237220955811e-05,0.000758577575029184,0.342004064758466,0.0849121826230872,NA
0.0229086765276777,0.125,0.0301995172040202,0.0404492071162035,0.0466627150398495,0.0595042180765465,3.46736850452532e-05,0.000117489755493953,0.130026318919699,0.147560461333319,NA
0.00239883291901949,0.125,0.177827941003892,0.464419036371466,0.00849121826230872,0.0375446234229481,1.58489319246111e-05,0.000112201845430196,0.225959844777884,0.397164117362141,NA
0.0109647819614319,0.125,0.891250938133745,0.0845103719239977,0.00829793453718781,0.139491502648121,0.000165958690743756,1.69824365246175e-05,0.00529701579233533,1.47560461333319,NA
0.0154881661891248,0.125,0.0691830970918936,0.533224398501991,0.00574076810748441,0.637599184120881,0.000151356124843621,0.000954992586021436,0.0542039914029723,0.477496293010718,NA
0.00112201845430196,0.125,0.199526231496888,0.0386286929064199,0.0114543382638389,0.0461899777091641,3.23593656929628e-05,0.000501187233627273,0.0941957411816093,0.203690138902056,NA
0.0120226443461741,0.125,0.234422881531992,0.656009325312216,0.0330346724003798,1.46065534633365,0.000151356124843621,7.94328234724282e-05,0.236609004180072,3.08297500930741,NA
