"g","mY","gY","mU","kD","gU","b","bs","mUs"
2.29086765276777,0.125,47.8630092322638,2.19295639228637,776.247116628691,0.091201083935591,0.349481149483998,0.0402266940003327,NA
3.16227766016838,0.125,0.162181009735893,0.0603990344080403,0.00562341325190349,0.00144543977074593,0.000108,0.94300575220637,NA
0.000107151930523761,0.125,0.00776247116628692,743.070458194346,117.489755493953,0.0660693448007596,0.000800615060604991,0.0197021826945787,NA
0.0107151930523761,0.125,0.00562341325190349,437.55232478991,0.0010471285480509,3.54813389233576e-05,0.0326154785803418,27.1965829699277,NA
0.000162181009735893,0.125,0.0426579518801593,0.155249423325738,15.8489319246111,0.0091201083935591,0.621475132324129,27.1965829699277,NA
0.00616595001861482,0.125,12.3026877081238,132.138689601519,0.398107170553497,1.25892541179417e-07,7.64581447134868e-05,0.00146054298074729,NA
0.186208713666287,0.125,0.0416869383470335,0.0408347588933906,0.00537031796370253,0.0758577575029184,2.36278255386552e-05,4.72622444242916,NA
4.46683592150963,0.125,5.49540873857625,17.4192717991216,2.75422870333817,1.09647819614319e-06,0.0877856957457227,0.46186424397329,NA
0.000676082975391982,0.125,0.0204173794466953,0.0399052462993776,416.869383470335,4.26579518801593e-05,0.159743705922166,0.542643170958212,NA
0.000870963589956081,0.125,0.000537031796370253,0.00458173530553554,0.00436515832240166,0.00954992586021437,0.297456699960522,78.4358020626681,NA
0.0218776162394955,0.125,5.37031796370253,0.0590241845333277,44.6683592150963,1.65958690743756e-06,0.000541282212317454,8.60031467587183,NA
0.331131121482591,0.125,0.10471285480509,0.0295821677633641,269.153480392691,3.31131121482591e-06,0.00471437098819379,0.0305150679862134,NA
0.537031796370253,0.125,0.0602559586074358,0.0502377286301916,0.1,0.00616595001861482,0.00129844558938681,0.0358520787658156,NA
1.47910838816821,0.125,22.9086765276777,0.0257649910338627,1.20226443461741,0.000199526231496888,0.0046070588030572,0.0197021826945787,NA
0.00144543977074593,0.125,0.0257039578276886,979.557638736893,131.825673855641,0.0416869383470335,0.621475132324129,5.81452633537075,NA
0.354813389233575,0.125,18.6208713666287,1.23319000372296,12.0226443461741,0.0213796208950223,1.42371727764092e-05,48.3631235188377,NA
0.109647819614319,0.125,0.00154881661891248,0.00502377286301916,173.780082874938,7.24435960074991e-07,0.124000591121663,0.0127207975779682,NA
2.88403150312661,0.125,2.69153480392691,0.0526053598379076,0.0316227766016838,2.29086765276777e-06,3.65951688630339,0.071534301674728,NA
0.245470891568503,0.125,0.91201083935591,45.8173530553555,0.0263026799189538,0.00363078054770102,0.00129844558938681,0.0298204602361248,NA
0.00794328234724281,0.125,3.16227766016838,0.0151715515005837,0.0602559586074358,0.0489778819368447,0.0073016961342334,3.42384694148105,NA
3.98107170553498,0.125,0.208929613085404,0.0178250187626749,0.0588843655355589,0.00467735141287198,0.00553890294710674,20.1611054839976,NA
3.71535229097173e-05,0.125,0.0117489755493953,0.00576806300625321,16.2181009735893,2.08929613085404e-06,0.0471437098819379,0.0421225196814562,NA
1.62181009735893e-05,0.125,0.0660693448007596,0.0381092143592649,309.029543251359,8.12830516164099e-06,0.0159743705922166,0.0699059821716257,NA
4.67735141287198e-05,0.125,0.000234422881531992,1.44887192014998,1000,0.00323593656929628,0.01711684647858,0.00167692771269686,NA
0.0239883291901949,0.125,1.07151930523761,3.89968919951609,0.00245470891568503,2.75422870333817e-07,0.000471437098819379,0.000163875617769966,NA
0.00204173794466953,0.125,3.71535229097173,0.0102572276798273,0.0154881661891248,0.00151356124843621,2.97456699960522e-05,4.02266940003327,NA
10,0.125,3.16227766016838,979.557638736893,0.457088189614875,0.000501187233627273,0.0179235386003257,0.000231480462748324,NA
0.000933254300796991,0.125,25.1188643150958,0.0893367184301927,0.0138038426460289,4.07380277804112e-05,0.000126888935933469,0.0201611054839975,NA
0.00812830516164099,0.125,0.000251188643150958,229.630724299377,0.0281838293126445,0.00478630092322638,0.000236278255386552,0.0167692771269685,NA
0.00575439937337157,0.125,21.8776162394955,0.526053598379076,218.776162394955,0.00891250938133746,0.000482418279523041,0.68314727745586,NA
0.165958690743756,0.125,0.00112201845430196,30.9763323782497,13.8038426460288,0.00123026877081238,0.00284068943124701,1.30171030177568,NA
0.0072443596007499,0.125,0.000776247116628692,120.511917214872,0.0380189396320561,1.69824365246175e-06,0.0192054176284204,0.421225196814562,NA
0.0562341325190349,0.125,0.000218776162394955,0.126191468896039,0.0457088189614875,0.001,0.000471437098819379,0.00271965829699277,NA
0.0588843655355589,0.125,0.00630957344480193,9.79557638736892,0.0741310241300918,0.00338844156139203,0.341525987298185,0.0441076928742887,NA
1.44543977074593e-05,0.125,20.8929613085404,29.5821677633641,0.00117489755493953,0.00091201083935591,0.00175155490514764,16.0145353291938,NA
0.524807460249772,0.125,14.1253754462276,0.0263651347711281,0.213796208950223,7.58577575029184e-07,0.000215488330016639,0.0259725351013978,NA
0.0186208713666287,0.125,0.000309029543251359,0.00240452886923483,0.0281838293126445,2.95120922666638e-07,0.0410604548026206,74.9056094484929,NA
0.758577575029184,0.125,1.99526231496888,0.00760378792641123,77.6247116628691,0.0102329299228075,0.000187682489504933,0.0167692771269685,NA
0.234422881531992,0.125,28.8403150312661,0.00833738766940671,91.201083935591,9.77237220955811e-05,0.24741370649892,1.60145353291938,NA
0.398107170553498,0.125,2.57039578276886,33.9648730492349,0.0309029543251359,0.00151356124843621,0.800615060604991,0.000637550134763436,NA
0.125892541179417,0.125,22.9086765276777,5.14079156553773,0.436515832240166,1.34896288259165e-07,0.349481149483998,0.000384161945304707,NA
0.000812830516164099,0.125,0.000251188643150958,1124.6826503807,1.31825673855641,1.14815362149688e-07,0.000439970700028442,0.00350359858185945,NA
0.000158489319246111,0.125,0.229086765276777,10.0237446725454,0.00346736850452532,8.31763771102671e-06,0.0020110541075959,0.00163875617769966,NA
7.76247116628691e-05,0.125,1.0471285480509,2.04658598456151,0.478630092322639,0.0478630092322638,0.000205789757540031,11.3374227751736,NA
0.00218776162394955,0.125,18.1970085860998,0.38109214359265,0.00154881661891248,0.00436515832240166,0.0528961124917922,0.00136305801828127,NA
0.0977237220955811,0.125,0.309029543251359,0.00363940171721997,2.57039578276886,0.00134896288259165,0.429955744197778,0.130171030177568,NA
0.000194984459975805,0.125,0.0120226443461741,0.0204658598456151,0.0087096358995608,0.000123026877081238,0.341525987298185,0.366871809597568,NA
0.00117489755493953,0.125,0.229086765276777,3.24362019471786,0.00102329299228075,0.00354813389233575,0.0175155490514764,0.0139480771817931,NA
8.12830516164099e-05,0.125,0.000117489755493953,0.0182402167871182,50.1187233627273,0.0331131121482591,0.105541619863228,1.16015052763594,NA
4.36515832240166,0.125,0.000263026799189538,408.347588933906,4.36515832240166,0.000467735141287198,2.41781882965381,0.00298204602361248,NA
0.891250938133746,0.125,8.12830516164099,2.04658598456151,9.33254300796991,0.000117489755493953,0.000857874493502225,6.99059821716258,NA
0.251188643150958,0.125,30.9029543251359,22.4403690860393,0.0676082975391982,6.60693448007596e-05,0.00253176712054552,0.0146054298074729,NA
0.0134896288259165,0.125,0.000223872113856834,2.82507508924551,4.78630092322638,0.000125892541179417,0.000196527692729878,0.900563501932651,NA
0.072443596007499,0.125,0.00512861383991365,43.755232478991,173.780082874938,0.000588843655355589,2.36278255386552e-05,0.00319531988340781,NA
0.165958690743756,0.125,21.3796208950223,363.940171721997,0.00426579518801593,0.000218776162394955,0.0304385356576561,0.000163875617769966,NA
0.0245470891568503,0.125,3.71535229097173,632.455532033676,0.691830970918936,0.00549540873857625,0.0215488330016639,0.00116015052763594,NA
1.34896288259165,0.125,19.9526231496888,0.309763323782496,10.7151930523761,5.62341325190349e-06,0.0163464614831111,0.000494896453816351,NA
0.0123026877081238,0.125,0.416869383470336,0.0102572276798273,147.910838816821,0.00128824955169313,1.08,0.451350930239314,NA
0.000109647819614319,0.125,1.28824955169313,0.0123319000372296,7.2443596007499,0.00812830516164099,9.40640677152568,37.541735182655,NA
0.173780082874938,0.125,0.0199526231496888,0.0693473700905063,0.131825673855641,6.60693448007596e-07,3.49481149483998,0.163875617769966,NA
2.75422870333817e-05,0.125,0.309029543251359,87.3031664480331,0.0177827941003892,4.57088189614875e-07,0.00241781882965381,0.00242389800859803,NA
0.0204173794466953,0.125,0.512861383991365,0.0170227607640475,0.0134896288259165,0.0204173794466953,1.59743705922166,2.42389800859804,NA
0.114815362149688,0.125,0.000436515832240166,0.00347560165749875,6.30957344480194,1.23026877081238e-06,0.00105541619863228,0.00384161945304707,NA
0.000446683592150963,0.125,0.091201083935591,0.100237446725454,0.0776247116628692,0.000851138038202377,0.000241781882965381,0.483631235188377,NA
0.000141253754462276,0.125,83.1763771102671,0.0104961492049954,0.0371535229097173,8.12830516164099e-05,1.08,2.91416636887739,NA
0.0794328234724281,0.125,14.7910838816821,0.935470282574396,109.647819614319,0.000186208713666287,0.0132869027247737,0.542643170958212,NA
0.000346736850452532,0.125,0.0478630092322639,0.743070458194345,0.00891250938133746,0.00251188643150958,0.046070588030572,0.000358520787658156,NA
0.000208929613085404,0.125,74.1310241300918,4.27592417900447,22.3872113856834,3.31131121482591e-05,9.84971706504382e-05,0.00402266940003327,NA
0.0125892541179417,0.125,0.0038904514499428,22.4403690860393,28.1838293126446,2.08929613085404e-07,0.0374475798488734,0.265775131610263,NA
6.76082975391982e-05,0.125,0.000457088189614875,0.458173530553554,0.0616595001861482,0.0346736850452532,0.187682489504933,0.00068314727745586,NA
0.93325430079699,0.125,4.46683592150963,42.7592417900446,23.4422881531992,4.16869383470336e-07,0.579994340079873,0.0384161945304707,NA
0.00426579518801593,0.125,0.00204173794466953,10.0237446725454,2.69153480392692,0.000407380277804113,0.000277602744539037,0.00167692771269686,NA
0.000269153480392691,0.125,0.794328234724281,618.059086502718,0.0346736850452532,4.46683592150963e-06,0.326154785803418,0.0090056350193265,NA
0.0162181009735893,0.125,0.00112201845430196,20,120.226443461741,3.46736850452532e-05,0.124000591121663,6.52400585131075,NA
9.1201083935591,0.125,0.0295120922666639,27.6076852920577,40.7380277804113,0.00263026799189538,0.450218934147962,0.0130171030177568,NA
0.00467735141287198,0.125,0.323593656929628,1782.50187626749,3.16227766016838,0.000758577575029184,0.000357621611201198,0.000221062125733461,NA
0.00134896288259165,0.125,0.138038426460289,33.1917381487512,10.7151930523761,1.47910838816821e-05,8.38346885958986e-05,0.216030137410352,NA
4.46683592150963e-05,0.125,10.2329299228075,209.42570961018,0.00338844156139203,1.17489755493953e-05,0.000747177448592451,5.06424073094868,NA
0.446683592150963,0.125,0.0426579518801593,0.234979510987906,1.0471285480509,0.0102329299228075,0.000215488330016639,0.259725351013978,NA
1.94984459975805e-05,0.125,0.00134896288259165,69.3473700905063,0.251188643150958,4.57088189614875e-06,0.00819263781031518,11.0793515256118,NA
0.00123026877081238,0.125,1.20226443461741,0.178250187626749,102.329299228075,0.0758577575029184,0.126888935933469,12.431236873435,NA
0.0338844156139203,0.125,3.8904514499428,7.09626778467151,0.00154881661891248,1.51356124843621e-07,0.00225643982132236,6.99059821716258,NA
0.0512861383991365,0.125,0.000602559586074358,5.02377286301916,0.00162181009735893,4.46683592150963e-07,0.665922602010401,0.0358520787658156,NA
0.0371535229097173,0.125,7.76247116628691,14.4887192014998,2.45470891568503,0.00147910838816821,0.00105541619863228,0.127207975779682,NA
0.00707945784384138,0.125,7.76247116628691,0.00269792576518331,524.807460249772,2.29086765276777e-06,1.711684647858,6.52400585131075,NA
